-unit tower_elementalbuilder_thunderbender StatusHealth, 170
 -unit tower_humanbuilder_archmage BountyGoldMin, 0
 -unit tower_humanbuilder_spearman StatusHealth, 520
 -unit tower_humanbuilder_spearman Ability4, sell
 -unit tower_humanbuilder_spearman AttackRange, 100
 -unit tower_humanbuilder_spearman BountyGoldMax, 0
 -unit tower_humanbuilder_spearman Ability3, ability_empty_3
 -unit tower_humanbuilder_spearman MagicalResistance, 0
 -unit tower_humanbuilder_spearman Ability2, ability_empty_2
 -Block
 -DOTA_ABILITY_BEHAVIOR_UNIT_TARGET | DOTA_ABILITY_BEHAVIOR_IMMEDIATE(2)
 -unit tower_humanbuilder_spearman AttackDamageMax, 162.5
 -unit tower_humanbuilder_spearman AttackDamageMin, 137.5
 -unit tower_humanbuilder_spearman ArmorPhysical, 6
 -unit tower_humanbuilder_spearman AttackRate, 1.6000000238419
 -unit tower_humanbuilder_spearman AttackAcquisitionRange, 500
 -unit tower_humanbuilder_spearman BountyGoldMin, 0
 -unit tower_humanbuilder_general StatusHealth, 600
 -Vladmir
 -DOTA_ABILITY_BEHAVIOR_PASSIVE(1)
 -Vigor Strike
 -DOTA_ABILITY_BEHAVIOR_PASSIVE(1)
 -unit tower_humanbuilder_general Ability4, sell
 -unit tower_humanbuilder_general AttackRange, 100
 -unit tower_humanbuilder_general BountyGoldMax, 0
 -unit tower_humanbuilder_general MagicalResistance, 0
 -unit tower_humanbuilder_general Ability2, humanbuilder_upgrade_tactician
 -unit tower_humanbuilder_general Ability1, humanbuilder_upgrade_blademaster
 -unit tower_humanbuilder_general AttackDamageMax, 100
 -unit tower_humanbuilder_general AttackDamageMin, 87.5
 -unit tower_humanbuilder_general ArmorPhysical, 7
 -unit tower_humanbuilder_general AttackAcquisitionRange, 500
 -unit tower_humanbuilder_general AttackRate, 1
 -unit tower_humanbuilder_general BountyGoldMin, 0
 -unit tower_elementalbuilder_fireelemental StatusHealth, 900
 -unit tower_elementalbuilder_fireelemental Ability4, sell
 -unit tower_elementalbuilder_fireelemental AttackRange, 100
 -unit tower_elementalbuilder_fireelemental BountyGoldMax, 0
 -unit tower_elementalbuilder_fireelemental Ability3, ability_empty_3
 -unit tower_elementalbuilder_fireelemental MagicalResistance, 0
 -unit tower_elementalbuilder_fireelemental Ability2, ability_empty_2
 -ember_spirit_flame_guard
 -unit tower_elementalbuilder_fireelemental AttackDamageMax, 75
 -unit tower_elementalbuilder_fireelemental AttackDamageMin, 62.5
 -unit tower_elementalbuilder_fireelemental ArmorPhysical, 4
 -unit tower_elementalbuilder_fireelemental AttackRate, 1
 -unit tower_elementalbuilder_fireelemental AttackAcquisitionRange, 500
 -unit tower_elementalbuilder_fireelemental BountyGoldMin, 0
 -unit tower_humanbuilder_soundmaster StatusHealth, 100
 -unit tower_humanbuilder_soundmaster Ability4, sell
 -unit tower_humanbuilder_soundmaster AttackRange, 500
 -unit tower_humanbuilder_soundmaster BountyGoldMax, 0
 -unit tower_humanbuilder_soundmaster Ability3, ability_empty_3
 -unit tower_humanbuilder_soundmaster MagicalResistance, 0
 -Lightning Storm
 -DOTA_ABILITY_BEHAVIOR_UNIT_TARGET | DOTA_ABILITY_BEHAVIOR_IMMEDIATE(2)
 -Deafening Blast
 -DOTA_ABILITY_BEHAVIOR_POINT | DOTA_ABILITY_BEHAVIOR_IMMEDIATE(2)
 -unit tower_humanbuilder_soundmaster AttackDamageMax, 68.75
 -unit tower_humanbuilder_soundmaster AttackDamageMin, 68.75
 -unit tower_humanbuilder_soundmaster ArmorPhysical, 0
 -unit tower_humanbuilder_soundmaster AttackRate, 1.7000000476837
 -unit tower_humanbuilder_soundmaster AttackAcquisitionRange, 550
 -unit tower_humanbuilder_soundmaster BountyGoldMin, 0
 -unit tower_elementalbuilder_waterbender StatusHealth, 150
 -unit tower_elementalbuilder_waterbender Ability4, sell
 -unit tower_elementalbuilder_waterbender AttackRange, 90
 -unit tower_elementalbuilder_waterbender BountyGoldMax, 0
 -unit tower_elementalbuilder_waterbender Ability3, elementalbuilder_upgrade_watergod
 -unit tower_elementalbuilder_waterbender MagicalResistance, 0
 -unit tower_elementalbuilder_waterbender Ability2, elementalbuilder_upgrade_waterwarrior
 -unit tower_elementalbuilder_waterbender Ability1, elementalbuilder_upgrade_waterelemental
 -unit tower_elementalbuilder_waterbender AttackDamageMax, 37.5
 -unit tower_elementalbuilder_waterbender AttackDamageMin, 31.25
 -unit tower_elementalbuilder_waterbender ArmorPhysical, 3
 -unit tower_elementalbuilder_waterbender AttackRate, 0.64999997615814
 -unit tower_elementalbuilder_waterbender BountyGoldMin, 0
 -unit tower_elementalbuilder_waterbender AttackAcquisitionRange, 500
 -unit tower_humanbuilder_militia StatusHealth, 150
 -unit tower_humanbuilder_militia Ability4, sell
 -unit tower_humanbuilder_militia AttackRange, 90
 -unit tower_humanbuilder_militia BountyGoldMax, 0
 -unit tower_humanbuilder_militia Ability3, ability_empty_3
 -unit tower_humanbuilder_militia MagicalResistance, 0
 -unit tower_humanbuilder_militia Ability2, ability_empty_2
 -unit tower_humanbuilder_militia Ability1, humanbuilder_upgrade_footman
 -unit tower_humanbuilder_militia AttackDamageMax, 56.25
 -unit tower_humanbuilder_militia AttackDamageMin, 43.75
 -unit tower_humanbuilder_militia ArmorPhysical, 2
 -unit tower_humanbuilder_militia AttackRate, 1
 -unit tower_humanbuilder_militia BountyGoldMin, 0
 -unit tower_humanbuilder_militia AttackAcquisitionRange, 500
 -unit tower_humanbuilder_marksman StatusHealth, 150
 -unit tower_humanbuilder_marksman Ability4, sell
 -unit tower_humanbuilder_marksman AttackRange, 600
 -unit tower_humanbuilder_marksman BountyGoldMax, 0
 -Headshot
 -DOTA_ABILITY_BEHAVIOR_PASSIVE(1)
 -unit tower_humanbuilder_marksman MagicalResistance, 0
 -unit tower_humanbuilder_marksman Ability2, humanbuilder_upgrade_gunner
 -unit tower_humanbuilder_marksman Ability1, humanbuilder_upgrade_sharpshooter
 -unit tower_humanbuilder_marksman AttackDamageMax, 162.5
 -unit tower_humanbuilder_marksman AttackDamageMin, 150
 -unit tower_humanbuilder_marksman ArmorPhysical, 1
 -unit tower_humanbuilder_marksman AttackRate, 0.80000001192093
 -unit tower_humanbuilder_marksman AttackAcquisitionRange, 650
 -unit tower_humanbuilder_marksman BountyGoldMin, 0
 -unit tower_humanbuilder_footman StatusHealth, 250
 -unit tower_humanbuilder_footman Ability4, sell
 -unit tower_humanbuilder_footman AttackRange, 100
 -unit tower_humanbuilder_footman BountyGoldMax, 0
 -unit tower_humanbuilder_footman Ability3, ability_empty_3
 -unit tower_humanbuilder_footman MagicalResistance, 0
 -Block
 -DOTA_ABILITY_BEHAVIOR_UNIT_TARGET | DOTA_ABILITY_BEHAVIOR_IMMEDIATE(2)
 -unit tower_humanbuilder_footman Ability1, humanbuilder_upgrade_soldier
 -unit tower_humanbuilder_footman AttackDamageMax, 75
 -unit tower_humanbuilder_footman AttackDamageMin, 75
 -unit tower_humanbuilder_footman ArmorPhysical, 3
 -unit tower_humanbuilder_footman AttackRate, 1
 -unit tower_humanbuilder_footman BountyGoldMin, 0
 -unit tower_humanbuilder_footman AttackAcquisitionRange, 500
 -unit tower_humanbuilder_blademaster StatusHealth, 950
 -unit tower_humanbuilder_blademaster Ability4, sell
 -unit tower_humanbuilder_blademaster AttackRange, 100
 -unit tower_humanbuilder_blademaster BountyGoldMax, 0
 -Vladmir
 -DOTA_ABILITY_BEHAVIOR_PASSIVE(1)
 -unit tower_humanbuilder_blademaster MagicalResistance, 0
 -Blademaster Blade Dance
 -DOTA_ABILITY_BEHAVIOR_PASSIVE(1)
 -Blade Fury
 -DOTA_ABILITY_BEHAVIOR_NO_TARGET | DOTA_ABILITY_BEHAVIOR_IMMEDIATE | DOTA_ABILITY_BEHAVIOR_IGNORE_CHANNEL(3)
 -unit tower_humanbuilder_blademaster AttackDamageMax, 225
 -unit tower_humanbuilder_blademaster AttackDamageMin, 212.5
 -unit tower_humanbuilder_blademaster ArmorPhysical, 6
 -unit tower_humanbuilder_blademaster AttackRate, 0.5
 -unit tower_humanbuilder_blademaster AttackAcquisitionRange, 500
 -unit tower_humanbuilder_blademaster BountyGoldMin, 0
 -unit tower_naturebuilder_bear StatusHealth, 490
 -unit tower_naturebuilder_bear Ability4, sell
 -unit tower_naturebuilder_bear AttackRange, 125
 -unit tower_naturebuilder_bear BountyGoldMax, 0
 -axe_berserkers_call
 -unit tower_naturebuilder_bear MagicalResistance, 10
 -unit tower_naturebuilder_bear Ability2, naturebuilder_upgrade_iron_bear
 -unit tower_naturebuilder_bear Ability1, naturebuilder_upgrade_druid_bear
 -unit tower_naturebuilder_bear AttackDamageMax, 62.5
 -unit tower_naturebuilder_bear AttackDamageMin, 50
 -unit tower_naturebuilder_bear ArmorPhysical, 2
 -unit tower_naturebuilder_bear AttackRate, 1.5
 -unit tower_naturebuilder_bear BountyGoldMin, 0
 -unit tower_naturebuilder_bear AttackAcquisitionRange, 500
 -unit tower_naturebuilder_treant StatusHealth, 450
 -unit tower_naturebuilder_treant Ability4, sell
 -unit tower_naturebuilder_treant AttackRange, 90
 -unit tower_naturebuilder_treant BountyGoldMax, 0
 -Treant Vampiric Aura
 -DOTA_ABILITY_BEHAVIOR_PASSIVE | DOTA_ABILITY_BEHAVIOR_AURA(2)
 -unit tower_naturebuilder_treant MagicalResistance, 30
 -unit tower_naturebuilder_treant Ability2, naturebuilder_upgrade_flower_treant
 -unit tower_naturebuilder_treant Ability1, naturebuilder_upgrade_shroom
 -unit tower_naturebuilder_treant AttackDamageMax, 62.5
 -unit tower_naturebuilder_treant AttackDamageMin, 43.75
 -unit tower_naturebuilder_treant ArmorPhysical, 4
 -unit tower_naturebuilder_treant AttackRate, 0.5
 -unit tower_naturebuilder_treant BountyGoldMin, 0
 -unit tower_naturebuilder_treant AttackAcquisitionRange, 500
 -unit tower_humanbuilder_lieutenant StatusHealth, 300
 -unit tower_humanbuilder_lieutenant Ability4, sell
 -unit tower_humanbuilder_lieutenant AttackRange, 90
 -unit tower_humanbuilder_lieutenant BountyGoldMax, 0
 -unit tower_humanbuilder_lieutenant Ability3, ability_empty_3
 -unit tower_humanbuilder_lieutenant MagicalResistance, 0
 -Vigor Strike
 -DOTA_ABILITY_BEHAVIOR_PASSIVE(1)
 -unit tower_humanbuilder_lieutenant Ability1, humanbuilder_upgrade_general
 -unit tower_humanbuilder_lieutenant AttackDamageMax, 68.75
 -unit tower_humanbuilder_lieutenant AttackDamageMin, 56.25
 -unit tower_humanbuilder_lieutenant ArmorPhysical, 6
 -unit tower_humanbuilder_lieutenant AttackRate, 1
 -unit tower_humanbuilder_lieutenant BountyGoldMin, 0
 -unit tower_humanbuilder_lieutenant AttackAcquisitionRange, 500
 -unit tower_elementalbuilder_voidelemental StatusHealth, 290
 -unit tower_elementalbuilder_voidelemental Ability4, sell
 -unit tower_elementalbuilder_voidelemental AttackRange, 375
 -unit tower_elementalbuilder_voidelemental BountyGoldMax, 0
 -unit tower_elementalbuilder_voidelemental Ability3, ability_empty_3
 -unit tower_elementalbuilder_voidelemental MagicalResistance, 0
 -unit tower_elementalbuilder_voidelemental Ability2, ability_empty_2
 -bane_brain_sap
 -unit tower_elementalbuilder_voidelemental AttackDamageMax, 187.5
 -unit tower_elementalbuilder_voidelemental AttackDamageMin, 150
 -unit tower_elementalbuilder_voidelemental ArmorPhysical, 3
 -unit tower_elementalbuilder_voidelemental AttackRate, 0.75
 -unit tower_elementalbuilder_voidelemental AttackAcquisitionRange, 500
 -unit tower_elementalbuilder_voidelemental BountyGoldMin, 0
 -unit tower_elementalbuilder_firewarrior StatusHealth, 860
 -unit tower_elementalbuilder_firewarrior Ability4, sell
 -unit tower_elementalbuilder_firewarrior AttackRange, 100
 -unit tower_elementalbuilder_firewarrior BountyGoldMax, 0
 -unit tower_elementalbuilder_firewarrior Ability3, ability_empty_3
 -unit tower_elementalbuilder_firewarrior MagicalResistance, 0
 -unit tower_elementalbuilder_firewarrior Ability2, ability_empty_2
 -ember_spirit_sleight_of_fist
 -unit tower_elementalbuilder_firewarrior AttackDamageMax, 187.5
 -unit tower_elementalbuilder_firewarrior AttackDamageMin, 162.5
 -unit tower_elementalbuilder_firewarrior ArmorPhysical, 0
 -unit tower_elementalbuilder_firewarrior AttackRate, 0.80000001192093
 -unit tower_elementalbuilder_firewarrior AttackAcquisitionRange, 500
 -unit tower_elementalbuilder_firewarrior BountyGoldMin, 0
 -unit tower_naturebuilder_agressive_boar StatusHealth, 550
 -unit tower_naturebuilder_agressive_boar Ability4, sell
 -unit tower_naturebuilder_agressive_boar AttackRange, 420
 -unit tower_naturebuilder_agressive_boar BountyGoldMax, 0
 -unit tower_naturebuilder_agressive_boar Ability3, ability_empty_3
 -unit tower_naturebuilder_agressive_boar MagicalResistance, 20
 -unit tower_naturebuilder_agressive_boar Ability2, ability_empty_2
 -Agressive Boar Nethertoxin
 -DOTA_ABILITY_BEHAVIOR_PASSIVE(1)
 -unit tower_naturebuilder_agressive_boar AttackDamageMax, 375
 -unit tower_naturebuilder_agressive_boar AttackDamageMin, 325
 -unit tower_naturebuilder_agressive_boar ArmorPhysical, 2
 -unit tower_naturebuilder_agressive_boar AttackRate, 0.40000000596046
 -unit tower_naturebuilder_agressive_boar BountyGoldMin, 0
 -unit tower_naturebuilder_agressive_boar AttackAcquisitionRange, 500
 -unit tower_elementalbuilder_earthwarrior StatusHealth, 790
 -unit tower_elementalbuilder_earthwarrior Ability4, sell
 -unit tower_elementalbuilder_earthwarrior AttackRange, 95
 -unit tower_elementalbuilder_earthwarrior BountyGoldMax, 0
 -unit tower_elementalbuilder_earthwarrior Ability3, ability_empty_3
 -unit tower_elementalbuilder_earthwarrior MagicalResistance, 0
 -unit tower_elementalbuilder_earthwarrior Ability2, ability_empty_2
 -unit tower_elementalbuilder_earthwarrior Ability1, ability_empty_1
 -unit tower_elementalbuilder_earthwarrior AttackDamageMax, 87.5
 -unit tower_elementalbuilder_earthwarrior AttackDamageMin, 68.75
 -unit tower_elementalbuilder_earthwarrior ArmorPhysical, 6
 -unit tower_elementalbuilder_earthwarrior AttackRate, 0.46000000834465
 -unit tower_elementalbuilder_earthwarrior BountyGoldMin, 0
 -unit tower_elementalbuilder_earthwarrior AttackAcquisitionRange, 500
 -unit tower_elementalbuilder_earthelemental StatusHealth, 1010
 -unit tower_elementalbuilder_earthelemental Ability4, sell
 -unit tower_elementalbuilder_earthelemental AttackRange, 90
 -unit tower_elementalbuilder_earthelemental BountyGoldMax, 0
 -unit tower_elementalbuilder_earthelemental Ability3, ability_empty_3
 -unit tower_elementalbuilder_earthelemental MagicalResistance, 0
 -unit tower_elementalbuilder_earthelemental Ability2, ability_empty_2
 -sandking_caustic_finale
 -unit tower_elementalbuilder_earthelemental AttackDamageMax, 81.25
 -unit tower_elementalbuilder_earthelemental AttackDamageMin, 56.25
 -unit tower_elementalbuilder_earthelemental ArmorPhysical, 4
 -unit tower_elementalbuilder_earthelemental AttackRate, 0.80000001192093
 -unit tower_elementalbuilder_earthelemental AttackAcquisitionRange, 500
 -unit tower_elementalbuilder_earthelemental BountyGoldMin, 0
 -unit tower_humanbuilder_tactician StatusHealth, 150
 -Vladmir
 -DOTA_ABILITY_BEHAVIOR_PASSIVE(1)
 -unit tower_humanbuilder_tactician Ability4, sell
 -unit tower_humanbuilder_tactician AttackRange, 600
 -unit tower_humanbuilder_tactician BountyGoldMax, 0
 -Tactical Aura
 -DOTA_ABILITY_BEHAVIOR_PASSIVE | DOTA_ABILITY_BEHAVIOR_AURA(2)
 -unit tower_humanbuilder_tactician MagicalResistance, 0
 -Storm Bolt
 -DOTA_ABILITY_BEHAVIOR_UNIT_TARGET | DOTA_ABILITY_BEHAVIOR_AOE | DOTA_ABILITY_BEHAVIOR_IGNORE_BACKSWING(3)
 -Guardian Angel
 -DOTA_ABILITY_BEHAVIOR_NO_TARGET(1)
 -unit tower_humanbuilder_tactician AttackDamageMax, 187.5
 -unit tower_humanbuilder_tactician AttackDamageMin, 162.5
 -unit tower_humanbuilder_tactician ArmorPhysical, 0
 -unit tower_humanbuilder_tactician AttackRate, 1.2000000476837
 -unit tower_humanbuilder_tactician AttackAcquisitionRange, 650
 -unit tower_humanbuilder_tactician BountyGoldMin, 0
 -unit tower_elementalbuilder_voidbender StatusHealth, 410
 -unit tower_elementalbuilder_voidbender Ability4, sell
 -unit tower_elementalbuilder_voidbender AttackRange, 90
 -unit tower_elementalbuilder_voidbender BountyGoldMax, 0
 -unit tower_elementalbuilder_voidbender Ability3, elementalbuilder_upgrade_voidgod
 -unit tower_elementalbuilder_voidbender MagicalResistance, 0
 -unit tower_elementalbuilder_voidbender Ability2, elementalbuilder_upgrade_voidwarrior
 -unit tower_elementalbuilder_voidbender Ability1, elementalbuilder_upgrade_voidelemental
 -unit tower_elementalbuilder_voidbender AttackDamageMax, 50
 -unit tower_elementalbuilder_voidbender AttackDamageMin, 43.75
 -unit tower_elementalbuilder_voidbender ArmorPhysical, 5
 -unit tower_elementalbuilder_voidbender AttackRate, 1
 -unit tower_elementalbuilder_voidbender BountyGoldMin, 0
 -unit tower_elementalbuilder_voidbender AttackAcquisitionRange, 500
 -unit tower_humanbuilder_archer StatusHealth, 60
 -unit tower_humanbuilder_archer Ability4, sell
 -unit tower_humanbuilder_archer AttackRange, 500
 -unit tower_humanbuilder_archer BountyGoldMax, 0
 -unit tower_humanbuilder_archer Ability3, ability_empty_3
 -unit tower_humanbuilder_archer MagicalResistance, 0
 -unit tower_humanbuilder_archer Ability2, ability_empty_2
 -unit tower_humanbuilder_archer Ability1, humanbuilder_upgrade_hunter
 -unit tower_humanbuilder_archer AttackDamageMax, 75
 -unit tower_humanbuilder_archer AttackDamageMin, 62.5
 -unit tower_humanbuilder_archer ArmorPhysical, 1
 -unit tower_humanbuilder_archer AttackRate, 0.89999997615814
 -unit tower_humanbuilder_archer AttackAcquisitionRange, 550
 -unit tower_humanbuilder_archer BountyGoldMin, 0
 -unit tower_humanbuilder_hunter StatusHealth, 85
 -unit tower_humanbuilder_hunter Ability4, sell
 -unit tower_humanbuilder_hunter AttackRange, 550
 -unit tower_humanbuilder_hunter BountyGoldMax, 0
 -unit tower_humanbuilder_hunter Ability3, ability_empty_3
 -unit tower_humanbuilder_hunter MagicalResistance, 0
 -Headshot
 -DOTA_ABILITY_BEHAVIOR_PASSIVE(1)
 -unit tower_humanbuilder_hunter Ability1, humanbuilder_upgrade_marksman
 -unit tower_humanbuilder_hunter AttackDamageMax, 112.5
 -unit tower_humanbuilder_hunter AttackDamageMin, 100
 -unit tower_humanbuilder_hunter ArmorPhysical, 1
 -unit tower_humanbuilder_hunter AttackRate, 0.85000002384186
 -unit tower_humanbuilder_hunter AttackAcquisitionRange, 600
 -unit tower_humanbuilder_hunter BountyGoldMin, 0
 -unit tower_elementalbuilder_waterelemental StatusHealth, 200
 -unit tower_elementalbuilder_waterelemental Ability4, sell
 -unit tower_elementalbuilder_waterelemental AttackRange, 400
 -unit tower_elementalbuilder_waterelemental BountyGoldMax, 0
 -unit tower_elementalbuilder_waterelemental Ability3, ability_empty_3
 -unit tower_elementalbuilder_waterelemental MagicalResistance, 0
 -unit tower_elementalbuilder_waterelemental Ability2, ability_empty_2
 -unit tower_elementalbuilder_waterelemental Ability1, ability_empty_1
 -unit tower_elementalbuilder_waterelemental AttackDamageMax, 87.5
 -unit tower_elementalbuilder_waterelemental AttackDamageMin, 68.75
 -unit tower_elementalbuilder_waterelemental ArmorPhysical, 3
 -unit tower_elementalbuilder_waterelemental AttackRate, 0.33000001311302
 -unit tower_elementalbuilder_waterelemental BountyGoldMin, 0
 -unit tower_elementalbuilder_waterelemental AttackAcquisitionRange, 500
 -unit tower_elementalbuilder_waterwarrior StatusHealth, 500
 -unit tower_elementalbuilder_waterwarrior Ability4, sell
 -unit tower_elementalbuilder_waterwarrior AttackRange, 90
 -unit tower_elementalbuilder_waterwarrior BountyGoldMax, 0
 -unit tower_elementalbuilder_waterwarrior Ability3, ability_empty_3
 -unit tower_elementalbuilder_waterwarrior MagicalResistance, 10
 -unit tower_elementalbuilder_waterwarrior Ability2, ability_empty_2
 -naga_siren_rip_tide
 -unit tower_elementalbuilder_waterwarrior AttackDamageMax, 68.75
 -unit tower_elementalbuilder_waterwarrior AttackDamageMin, 62.5
 -unit tower_elementalbuilder_waterwarrior ArmorPhysical, 5
 -unit tower_elementalbuilder_waterwarrior AttackRate, 0.85000002384186
 -unit tower_elementalbuilder_waterwarrior AttackAcquisitionRange, 500
 -unit tower_elementalbuilder_waterwarrior BountyGoldMin, 0
 -unit tower_elementalbuilder_thunderwarrior StatusHealth, 700
 -unit tower_elementalbuilder_thunderwarrior Ability4, sell
 -unit tower_elementalbuilder_thunderwarrior AttackRange, 200
 -unit tower_elementalbuilder_thunderwarrior BountyGoldMax, 0
 -unit tower_elementalbuilder_thunderwarrior Ability3, ability_empty_3
 -unit tower_elementalbuilder_thunderwarrior MagicalResistance, 0
 -unit tower_elementalbuilder_thunderwarrior Ability2, ability_empty_2
 -storm_spirit_static_remnant
 -unit tower_elementalbuilder_thunderwarrior AttackDamageMax, 131.25
 -unit tower_elementalbuilder_thunderwarrior AttackDamageMin, 118.75
 -unit tower_elementalbuilder_thunderwarrior ArmorPhysical, 0
 -unit tower_elementalbuilder_thunderwarrior AttackRate, 0.60000002384186
 -unit tower_elementalbuilder_thunderwarrior AttackAcquisitionRange, 500
 -unit tower_elementalbuilder_thunderwarrior BountyGoldMin, 0
 -unit tower_naturebuilder_big_bug StatusHealth, 210
 -unit tower_naturebuilder_big_bug Ability4, sell
 -unit tower_naturebuilder_big_bug AttackRange, 500
 -unit tower_naturebuilder_big_bug BountyGoldMax, 0
 -unit tower_naturebuilder_big_bug Ability3, ability_empty_3
 -unit tower_naturebuilder_big_bug MagicalResistance, 0
 -unit tower_naturebuilder_big_bug Ability2, ability_empty_2
 -weaver_geminate_attack
 -unit tower_naturebuilder_big_bug AttackDamageMax, 93.75
 -unit tower_naturebuilder_big_bug AttackDamageMin, 68.75
 -unit tower_naturebuilder_big_bug ArmorPhysical, 1
 -unit tower_naturebuilder_big_bug AttackRate, 0.44999998807907
 -unit tower_naturebuilder_big_bug AttackAcquisitionRange, 500
 -unit tower_naturebuilder_big_bug BountyGoldMin, 0
 -unit tower_naturebuilder_big_centaur StatusHealth, 2040
 -unit tower_naturebuilder_big_centaur Ability4, sell
 -unit tower_naturebuilder_big_centaur AttackRange, 90
 -unit tower_naturebuilder_big_centaur BountyGoldMax, 0
 -unit tower_naturebuilder_big_centaur Ability3, ability_empty_3
 -unit tower_naturebuilder_big_centaur MagicalResistance, 50
 -Centaur Hoof Stomp Datadriven
 -DOTA_ABILITY_BEHAVIOR_NO_TARGET(1)
 -tiny_craggy_exterior
 -unit tower_naturebuilder_big_centaur AttackDamageMax, 562.5
 -unit tower_naturebuilder_big_centaur AttackDamageMin, 500
 -unit tower_naturebuilder_big_centaur ArmorPhysical, 6
 -unit tower_naturebuilder_big_centaur AttackRate, 1.2999999523163
 -unit tower_naturebuilder_big_centaur AttackAcquisitionRange, 500
 -unit tower_naturebuilder_big_centaur BountyGoldMin, 0
 -unit tower_naturebuilder_broodmother StatusHealth, 180
 -unit tower_naturebuilder_broodmother Ability4, sell
 -unit tower_naturebuilder_broodmother AttackRange, 90
 -unit tower_naturebuilder_broodmother BountyGoldMax, 0
 -unit tower_naturebuilder_broodmother Ability3, ability_empty_3
 -unit tower_naturebuilder_broodmother MagicalResistance, 0
 -unit tower_naturebuilder_broodmother Ability2, ability_empty_2
 -Brood Spawn Spiderlings
 -DOTA_ABILITY_BEHAVIOR_NO_TARGET(1)
 -unit tower_naturebuilder_broodmother AttackDamageMax, 37.5
 -unit tower_naturebuilder_broodmother AttackDamageMin, 31.25
 -unit tower_naturebuilder_broodmother ArmorPhysical, 1
 -unit tower_naturebuilder_broodmother AttackRate, 0.5
 -unit tower_naturebuilder_broodmother AttackAcquisitionRange, 500
 -unit tower_naturebuilder_broodmother BountyGoldMin, 0
